"gene","logFC","logCPM","F","PValue","FDR","significance"
"UBE2H",0.574389334283989,5.13389706107357,6.802231544081,0.0214529603311784,0.0674631474404944,"Not significant"
"HUWE1",0.60165756820966,4.50983165148361,6.8018282304653,0.0214531657982572,0.0674631474404944,"Not significant"
"NPEPL1",0.698849153194788,3.37410250590184,6.65644612927685,0.0214563819316267,0.0674631474404944,"Not significant"
"CALR",0.470190452783644,8.60798849601628,6.83419006104127,0.0214584057666264,0.0674631474404944,"Not significant"
"ERBB2",-0.663550919563786,5.07180591042326,6.83586548858636,0.0214706960009616,0.0674749796790562,"Not significant"
"EIF1AD",0.621965345352366,3.54344812193601,6.7544509223855,0.0214730060602345,0.0674749796790562,"Not significant"
"NOM1",0.53574077677331,4.08599902207166,6.78496569078269,0.0214824581490636,0.067487651697853,"Not significant"
"DHRS12",0.842946120260052,2.86486997384768,6.58402633849624,0.0214910408424389,0.0674975867871102,"Not significant"
"HSPA13",0.724088527780537,2.83629496157042,6.62301217368216,0.0215203039430336,0.0675724520934435,"Not significant"
"ARHGDIG",2.42638492552232,1.07028746487629,7.03180245769038,0.021531380364922,0.0675901889801798,"Not significant"
"CYB561A3",-0.550082159627037,4.30880943359069,6.81434556690695,0.0215490519205885,0.067610818235253,"Not significant"
"KMT2E-AS1",-0.827022106698956,3.09010858555985,6.67234320814385,0.0215502201753454,0.067610818235253,"Not significant"
"PDGFA",-1.16812963488886,4.7537238250548,6.63286843296434,0.0215579781322125,0.067610818235253,"Not significant"
"RP1-122P22.4",2.56508985579132,4.12641995072138,6.35263421213266,0.0215596690927639,0.067610818235253,"Not significant"
"TRIP6",0.745603479763108,5.01541403712548,6.78333698239942,0.0216196864760929,0.0677819626603185,"Not significant"
"SYNGR2",0.443902429038002,7.13497175902209,6.80499082955049,0.0216962610699603,0.0680049179723673,"Not significant"
"RP11-658F2.8",-1.09796448860487,1.22626914353332,6.63268784142968,0.0217046759468948,0.0680141745260897,"Not significant"
"ABR",-0.711400131069369,4.55516414061816,6.79350452899533,0.0217237627347205,0.0680568597070376,"Not significant"
"GUSB",-0.635082155024871,5.31776971531998,6.80011646272647,0.021747139014047,0.0681129582851929,"Not significant"
"ACTL6A",0.526265573598716,5.15144711888947,6.79178204630466,0.0217752392699786,0.0681838206258597,"Not significant"
"GJB5",6.10708067599715,0.585040601423812,9.50146858054644,0.0217832727805322,0.0681918290437323,"Not significant"
"CHCHD7",0.469775828474861,5.81770861544577,6.79456780218775,0.0217907344799167,0.068197000188023,"Not significant"
"CASP8",0.776828154496433,3.83408169742391,6.7400030713416,0.0217958773587354,0.068197000188023,"Not significant"
"TMEM191C",0.751410789467065,2.59475640070887,6.57270384728659,0.0218116628802858,0.0682292483919114,"Not significant"
"C1orf198",0.806105854668992,3.48647480027399,6.62154412865578,0.0218333750092345,0.0682772398433577,"Not significant"
"SETD7",1.04228904170794,3.32417863403475,6.67943407362754,0.0218379704726647,0.0682772398433577,"Not significant"
"AP1G2",-0.618179259104767,4.14472968590909,6.78098450315398,0.0218785696851822,0.0683870050927644,"Not significant"
"HSP90AA1",0.584053820645162,10.7553585362048,6.76728479724589,0.0219864577599904,0.0686835284631461,"Not significant"
"SAYSD1",0.59359421693478,3.67386451968916,6.6523006711769,0.0219872401344419,0.0686835284631461,"Not significant"
"MBD6",-0.523151147803463,3.40490593880599,6.68776373825865,0.0219899805655315,0.0686835284631461,"Not significant"
"SERPINF2",1.83426421514505,1.18969683736603,6.42429188127368,0.0220248764836197,0.0687752725302197,"Not significant"
"SORBS3",-0.94115721874531,4.31254963175634,6.73008410466144,0.0220519349866846,0.0688348349279983,"Not significant"
"ACYP2",0.551910966199038,3.81989779557145,6.68159218891375,0.0220559559934837,0.0688348349279983,"Not significant"
"FKBP11",0.823584215508309,5.66661554983697,6.76163392376404,0.0220605337025328,0.0688348349279983,"Not significant"
"ASB7",-0.718141123089461,2.42395984270643,6.64473033096665,0.0220703500026797,0.0688377992821552,"Not significant"
"ZNF431",0.831763586468615,2.78882576911705,6.53489775803369,0.0220725393506501,0.0688377992821552,"Not significant"
"NEMP1",1.35651254738288,1.29229739909646,6.17591548966496,0.0221010453525465,0.0689094436092292,"Not significant"
"RP11-61A14.1",-1.33521995577183,1.1487529417844,6.62935137047138,0.0221119380764753,0.0689261489027151,"Not significant"
"SUCLG1",-0.586026410759807,7.52010575342229,6.75103867037672,0.0221179618313695,0.0689276723438551,"Not significant"
"NINJ2",1.05196892014428,2.47545752731081,6.61294246523377,0.0221607366220073,0.069040794193793,"Not significant"
"TIMM9",0.487490328021863,5.56672149488191,6.74803960037651,0.0221701107315441,0.069040794193793,"Not significant"
"MT-ND4",-0.341122608933156,13.8097369829039,6.74431717647941,0.0221713230633275,0.069040794193793,"Not significant"
"RP11-727F15.9",-1.04228957621183,2.90501276297818,6.74234282997418,0.0221764375471912,0.069040794193793,"Not significant"
"RHBDF2",0.9954807375611,3.21085932464006,6.65495186933149,0.0221821415318462,0.0690412918010699,"Not significant"
"VPS33A",0.773397475957451,2.83091496707289,6.54662563930368,0.0222407161557013,0.0692063064185279,"Not significant"
"PPM1M",2.32522753895243,0.901175373920008,6.37781591399905,0.022247994039191,0.0692116586984875,"Not significant"
"ARPC3",0.450442795745538,8.57447856272505,6.73266822008684,0.022266722309532,0.0692526206095408,"Not significant"
"PMS2",0.795885035658829,2.73335274766469,6.52718455323473,0.0223056618218911,0.0693564061593034,"Not significant"
"BGN",1.95667141257658,1.00968902190643,6.30282958141839,0.0223233290661758,0.069367739031799,"Not significant"
"DOLPP1",-0.808423075894879,2.94412553544518,6.70365288054264,0.0223254366791737,0.069367739031799,"Not significant"
"DCAF16",0.764050721672569,3.24450774380098,6.54448484269347,0.0223260176695937,0.069367739031799,"Not significant"
"PAK2",0.519763311517575,5.21368679278901,6.71694646003568,0.0223414340978467,0.0693983234772973,"Not significant"
"CNOT4",-0.481787131508411,4.31744498162806,6.71157226494508,0.0223564985007348,0.0694109020274152,"Not significant"
"TMBIM4",-0.483748197213778,6.36096027030132,6.72247183097272,0.0223566311757779,0.0694109020274152,"Not significant"
"LINC00114",1.90353677214966,0.940164324875064,6.5063930568766,0.0223786900658321,0.0694620706355451,"Not significant"
"LTBP3",0.796841516854776,4.60845476292354,6.66781890009763,0.02238856250719,0.0694753971846591,"Not significant"
"CLK1",-0.465788663513896,6.08827732307102,6.71750371182104,0.0224028189008367,0.0695023178306225,"Not significant"
"OVOL2",-0.933977326486753,3.06933009627488,6.5425552468814,0.0224142087347478,0.0695203340906138,"Not significant"
"RP11-386G11.5",1.42374149153693,1.37920892755966,6.24554942446121,0.0224335781680941,0.0695622597964781,"Not significant"
"B3GNTL1",1.22378820589575,1.78290085649476,6.34977799427678,0.0224388980649203,0.0695622597964781,"Not significant"
"ASNSD1",0.612111178424325,4.49193076165347,6.68195328759598,0.0225005902834261,0.069736150024765,"Not significant"
"VPS13D",-0.696972805291671,2.7830885195043,6.5800787849593,0.0225204303564919,0.0697802735081844,"Not significant"
"PPP1R18",1.66408206344109,2.345188410967,6.37461177486657,0.0225478800690308,0.0698479478854826,"Not significant"
"ATP5S",-0.547662272192474,4.3853298462184,6.69442687809128,0.0225943994974316,0.0699746473368605,"Not significant"
"METTL4",-0.710316743225848,2.17771027437073,6.51744097946816,0.0226108411378484,0.0700081563126867,"Not significant"
"TMEM141",-0.496596305355096,8.42534742890335,6.68542161221051,0.022654326498167,0.07012529156454,"Not significant"
"M6PR",0.489401843000366,5.04466983456937,6.68458986439048,0.0226599352168722,0.07012529156454,"Not significant"
"WDR75",0.88447368209399,3.44522831316406,6.59996930629484,0.0226932143004682,0.0701992107188259,"Not significant"
"MEP1A",-1.9683535865059,3.96071549036893,6.5230611737846,0.0227005251545402,0.0701992107188259,"Not significant"
"PTPRJ",0.781861877835354,2.83842628780656,6.50527693288749,0.0227057055350847,0.0701992107188259,"Not significant"
"MBD1",-0.54200982664594,3.7369639087576,6.67133371969622,0.0227063696117747,0.0701992107188259,"Not significant"
"APTX",0.56549686647419,4.05758599881037,6.65138935887671,0.0227124031593538,0.0702004359750392,"Not significant"
"METTL22",0.691059151132436,2.44726789996633,6.45830040532043,0.0227390458624894,0.0702653444480348,"Not significant"
"LRRC20",1.26124196752229,1.63681098130575,6.27785523733,0.0227733972643803,0.0703540352600664,"Not significant"
"CHML",0.824070108794392,2.67318039626886,6.45084801283577,0.0228246867702368,0.0704949961184918,"Not significant"
"PDZD11",0.608355233622162,5.58511839054549,6.66396130762263,0.022831944143668,0.0704999257180999,"Not significant"
"ACSS2",-0.62748825784429,5.19947916561491,6.66106801044697,0.022854777084292,0.0705529348117719,"Not significant"
"TIMMDC1",0.428845650198095,5.44601551224884,6.6559750103975,0.0228728341525419,0.0705793676547273,"Not significant"
"NUDT16",-0.579184385746758,4.83100660485998,6.66078192236029,0.0228746750063824,0.0705793676547273,"Not significant"
"TRAPPC8",-0.637869601268804,2.83284917533808,6.59549656722032,0.02291520434413,0.0706869060434608,"Not significant"
"TBCE",0.828696191988174,3.03894066951474,6.50664513702038,0.0229311646428657,0.0707096056701482,"Not significant"
"CARHSP1",0.49272417138886,6.65332375246607,6.65434999052758,0.0229339193207844,0.0707096056701482,"Not significant"
"RNASEK",-0.823220538051626,2.57350432200014,6.60146506743044,0.0229614693052885,0.07077702407395,"Not significant"
"B3GALT4",-0.846252317490715,3.04177710639529,6.47108708895803,0.0229768678099714,0.0708064878336887,"Not significant"
"LRRC42",0.699726194742993,4.1746213733344,6.60132177183709,0.0229823997288822,0.0708064878336887,"Not significant"
"CREB3L4",-0.583553882894416,3.12772218253828,6.59665394717528,0.0230012412784762,0.070847009062791,"Not significant"
"FABP1",-2.89847556498449,11.0930872776245,6.64246483147777,0.023013624059529,0.0708676212693657,"Not significant"
"GTF2H5",0.591221958421344,6.05661589337064,6.64435324353514,0.0230222287713082,0.0708765920615825,"Not significant"
"HNMT",-0.552592916512595,5.59481738981416,6.64228010089488,0.0230385263520047,0.0709026226559189,"Not significant"
"PARP1",0.511611928424062,5.50830847340951,6.64125596454822,0.023051624587229,0.0709026226559189,"Not significant"
"ZNF821",-0.89685038667992,2.90774850878514,6.61760830515165,0.0230532384082615,0.0709026226559189,"Not significant"
"MPV17L2",0.813567264255679,3.44326948216228,6.59984279750496,0.0230534585347961,0.0709026226559189,"Not significant"
"HRSP12",0.670745067310114,4.95044505668804,6.5945876120751,0.0231485590997459,0.0711775324615151,"Not significant"
"ARSA",-0.908407875759146,4.04160390349401,6.62990551712109,0.0231550256059495,0.0711798405013304,"Not significant"
"NEBL",0.652993355059957,4.30543255399957,6.54297408048913,0.0231911167122356,0.0712731926005603,"Not significant"
"TRMT11",0.754767951788008,3.53658836592133,6.475543384954,0.0232025366897686,0.0712906956322941,"Not significant"
"GXYLT1",0.608123012120239,2.95315840445076,6.4753470438852,0.0232627586999341,0.0714491061462467,"Not significant"
"SLC5A3",-0.489073107701039,4.38321727217242,6.60236165973425,0.0232684006584422,0.0714491061462467,"Not significant"
"PMEPA1",1.06267667102129,6.12723712918551,6.48584411668373,0.0232713060731692,0.0714491061462467,"Not significant"
"IFIT5",1.36946933437435,1.68739591756806,6.23184224971586,0.0232770442036721,0.0714491080769852,"Not significant"
"C12orf29",0.764184175774411,3.82855806317391,6.52916184713037,0.0232876102626709,0.0714639257272156,"Not significant"
"MYC",1.42837760403311,6.65408730182544,6.61242553220205,0.0232950362917638,0.0714691024738443,"Not significant"
"POU3F1",-2.34493329665949,0.709059697244081,6.42960903125378,0.0233107346372166,0.0714996498613937,"Not significant"
"HIPK2",-0.785045070188121,4.02872240775262,6.6031488210952,0.023363869139977,0.071644979660215,"Not significant"
"UCN3",-3.30081357608649,-0.314198889176211,6.36706276086253,0.023380651309168,0.071678791421238,"Not significant"
"CIDEB",-1.53888367557146,1.56433255828823,6.40815136214313,0.0233897110244649,0.0716889173978984,"Not significant"
"LAMP1",0.458265463314639,6.90903934659627,6.59552615159006,0.0234219849083329,0.0717701717675859,"Not significant"
"LINC00649",1.22426282583782,2.19661071509866,6.67426072093138,0.0234383583088485,0.0718026755276974,"Not significant"
"SMDT1",-0.519878721435594,7.52578808935774,6.59171553290286,0.0234491218340241,0.0718179818492627,"Not significant"
"TCEAL4",0.872321839425258,5.26106074938108,6.58715638741172,0.0234901121239888,0.0719258338529709,"Not significant"
"CEP112",1.73722962370712,1.3037420443233,6.18779022614624,0.023522055604376,0.072005938653219,"Not significant"
"DDAH1",-0.483160636858756,5.58910129592786,6.5832884489392,0.0235388705577098,0.0720310877535407,"Not significant"
"DEGS2",-1.02728269477062,4.97262570663789,6.58222568851035,0.0235470212921604,0.0720310877535407,"Not significant"
"PIGF",0.575649760260762,5.007228649735,6.57597127654807,0.0235476237247783,0.0720310877535407,"Not significant"
"NUDCD2",0.450955038707717,5.81559619557099,6.58197151350061,0.0235553079457088,0.0720311430561688,"Not significant"
"CMTM4",-0.499107510794223,4.14342409809861,6.57860858116815,0.0235592102840902,0.0720311430561688,"Not significant"
"TIGAR",0.736865740585621,3.73774199880834,6.46688083780525,0.0236228741663888,0.072208063817879,"Not significant"
"ALDH1L1",-1.91275856136388,1.24877046928507,6.60340873365341,0.0236340601764426,0.0722245279453349,"Not significant"
"PEX6",-1.04628468195273,2.07549765882428,6.53777269765228,0.0237154204996802,0.072455380638498,"Not significant"
"IGLC3",-2.40531362279313,7.33209199488834,6.56005923828165,0.0237256142159014,0.0724655919847436,"Not significant"
"FAM193A",-0.802315385796575,2.80188682585437,6.4636826491585,0.0237311740769987,0.0724655919847436,"Not significant"
"PDCD4-AS1",-1.23642833398175,0.858961004976438,6.32601169741456,0.0237362201642792,0.0724655919847436,"Not significant"
"AMACR",1.0673302064565,1.95026244702571,6.20881693661751,0.0237635106840728,0.0725221970830395,"Not significant"
"HAS3",1.37412990256228,2.69343851514385,6.37664449721552,0.0237664086000068,0.0725221970830395,"Not significant"
"RHBDF1",1.14198966044682,3.32517594767468,6.45694312318809,0.0237745667738232,0.0725293189697258,"Not significant"
"BBC3",0.79238805891979,5.39653592423861,6.51086923332339,0.0238129648339909,0.0726286679102839,"Not significant"
"KIAA0101",0.869308693790733,5.98048061385504,6.54643036815371,0.0238581810028154,0.0727430400233971,"Not significant"
"NAALADL2",-1.48595764502819,2.38772409517608,6.55357218753576,0.0238621471529412,0.0727430400233971,"Not significant"
"SNHG15",0.573483912360455,5.65439233615415,6.53792288876745,0.0239043274765826,0.0728537910097609,"Not significant"
"BDH2",-1.00105522772712,3.97477481181238,6.53390442986012,0.0240011829780131,0.0731310818755069,"Not significant"
"PAPSS1",0.768770693467124,3.95367099532491,6.51831761620305,0.0240220086889676,0.0731766326330024,"Not significant"
"SPINK1",-1.25222715277684,8.51769969210828,6.52533916397608,0.0240293726729604,0.0731811635843422,"Not significant"
"CXorf40B",0.800237184484117,3.42182772443634,6.40537105035013,0.024042516657906,0.0732032909390963,"Not significant"
"DNAJC11",-0.622841982721981,3.37979806425752,6.51357686417358,0.0240565760626906,0.0732281940133673,"Not significant"
"TIMM10",0.518075250391039,5.96558444173241,6.52407825832419,0.0240658320939058,0.0732384670247823,"Not significant"
"ADM",-0.525272814194635,6.98809353153284,6.51606120259623,0.0241146901478878,0.0733621938855133,"Not significant"
"PRRG4",-0.577693400079965,4.64722606323896,6.51566067864802,0.0241182704382311,0.0733621938855133,"Not significant"
"BACH1",-0.60685379468553,3.97905015738741,6.46704404024581,0.0241338402949132,0.0733916271532489,"Not significant"
"RP11-666A20.4",-1.67255273111651,0.137613782202683,6.22663883055202,0.0241511063018278,0.0734041638245244,"Not significant"
"TRBC2",-1.18085317139703,2.78154560199289,6.37616480524146,0.0241552775516543,0.0734041638245244,"Not significant"
"HPS1",-0.509466382810907,5.11961138750434,6.5141447518647,0.0241556462983137,0.0734041638245244,"Not significant"
"ALKBH7",-0.396858036735748,7.6506180359572,6.51049113446688,0.024163952970608,0.0734114921549112,"Not significant"
"RNF223",-1.08604336314105,2.59628661698804,6.39270494565737,0.0241962237198709,0.0734916034106226,"Not significant"
"UBE2M",0.492659693436219,5.13272740193891,6.50236874903144,0.0242232608225077,0.0735557832291365,"Not significant"
"COG7",-0.588631119020127,3.27967136142979,6.46635667409905,0.0242356722041992,0.0735755304629189,"Not significant"
"PRADC1",-0.763434783980486,4.43148448409664,6.50163574447661,0.0242441024339118,0.0735831848914218,"Not significant"
"STXBP1",1.64739272132507,2.43097307528155,6.15628501496256,0.0243043799185942,0.0737481586564945,"Not significant"
"DCBLD2",1.23952716164448,3.36439694447744,6.22430243890632,0.0243933184920512,0.0739999988261908,"Not significant"
"NBPF11",-0.943211793966931,2.14321514333885,6.33941497363389,0.0244194002092888,0.0740610791052786,"Not significant"
"PGBD2",-1.05457184646389,1.52347170968629,6.36511529662649,0.0244830712292365,0.0742335470893532,"Not significant"
"MTM1",-0.713773363696071,2.82769726069551,6.31324468530677,0.0244881885042209,0.0742335470893532,"Not significant"
"MFSD10",0.583126106564292,5.67294004728505,6.47633175277286,0.0244982176569514,0.0742458759995172,"Not significant"
"TUBGCP6",-0.719652695674379,2.09786162055531,6.3386562205759,0.0245144041334003,0.0742648555228732,"Not significant"
"UMPS",0.659325148804142,3.97258636013331,6.45164149772585,0.0245164073760966,0.0742648555228732,"Not significant"
"KIAA0125",-2.6626231912734,-0.0439380401542924,6.4009270563327,0.0245278748495583,0.0742815237114662,"Not significant"
"CENPW",0.610930979781236,5.80815436218658,6.46948837750026,0.024544839289135,0.0743001280506647,"Not significant"
"RALGAPB",0.75020558469702,3.62354595818889,6.30280590449499,0.0245479104867276,0.0743001280506647,"Not significant"
"MLLT10",0.501021959580126,3.94434954759707,6.40189293441504,0.0245519173635658,0.0743001280506647,"Not significant"
"AC091729.9",0.926477983828116,2.43765406556897,6.13038611360903,0.024597849338048,0.0744049379325079,"Not significant"
"SH3BP5L",0.927541782724932,2.28285118933536,6.28328267340421,0.0246044296022787,0.0744049379325079,"Not significant"
"POU5F1",-0.753310776035097,1.89142672530548,6.36157269103282,0.0246044755806687,0.0744049379325079,"Not significant"
"CMPK2",2.08500596035712,2.16598943042962,6.06077377516978,0.0246216019515433,0.0744198336860066,"Not significant"
"CEP83",-0.607328945486149,3.44342246214304,6.42251610388514,0.0246322057202133,0.0744198336860066,"Not significant"
"CD3E",-1.20089942701939,1.69386484506092,6.31676652833969,0.0246373761217112,0.0744198336860066,"Not significant"
"MARK2",-0.429929027991988,4.3381088535808,6.45667742264494,0.0246381528682974,0.0744198336860066,"Not significant"
"C1orf74",-0.904289081705769,1.51741688117024,6.26234483590458,0.0246449393077229,0.0744198336860066,"Not significant"
"VPS28",-0.420514377668088,7.20836427556049,6.45762015274822,0.0246452576986342,0.0744198336860066,"Not significant"
"THUMPD2",0.747007368231386,3.28724715959251,6.34799030870192,0.0246512865430481,0.0744199298798749,"Not significant"
"RARA",-0.729528308723179,3.52746520773713,6.42563323175218,0.024659926703081,0.0744199298798749,"Not significant"
"JMJD1C",-0.615196476635301,5.58371375901347,6.45780499606625,0.0246632177478715,0.0744199298798749,"Not significant"
"PIGBOS1",1.00715595848608,3.48532680391474,6.28312572529438,0.0246845951283959,0.0744663912630606,"Not significant"
"DLGAP1-AS2",0.791279853781228,2.78892841693133,6.30637187450401,0.0246998604615057,0.0744770988672207,"Not significant"
"CKLF",0.464485456307566,5.8799944717149,6.45373503532884,0.0247001058637775,0.0744770988672207,"Not significant"
"LTV1",0.663984805408,4.44840934184735,6.4444936258983,0.0247063815308732,0.0744779881878394,"Not significant"
"RP11-635N19.1",-1.4813884379764,0.241124281432669,6.19227245249452,0.0247188169274614,0.0744974412385472,"Not significant"
"YIPF3",0.491505970602115,6.13724242000071,6.4495865740303,0.0247385149545536,0.0745387676576474,"Not significant"
"FBXO46",-0.585242398885088,2.53428943697203,6.29909811720595,0.0247539635545341,0.074566777772478,"Not significant"
"RP11-349K16.1",-2.02350189075063,1.48781964072611,6.22830002387782,0.0247598892892317,0.074566777772478,"Not significant"
"IRF2BP1",-0.598602490067778,2.73568243088463,6.38929224517771,0.0247657747423889,0.074566777772478,"Not significant"
"PLCG2",-1.48322798984697,6.73652549472282,6.44373000731532,0.0248004667377831,0.0746531816015502,"Not significant"
"RP3-508I15.21",-0.90678111683637,1.82821915065151,6.36622906424048,0.0248173338497651,0.0746859010225047,"Not significant"
"PHF20",0.694922289094708,5.18382673017298,6.4383081931612,0.0248353652645937,0.0747221076685153,"Not significant"
"NNMT",-1.36617004939713,1.92669468724235,6.21392992191151,0.0248845111341656,0.074834277022938,"Not significant"
"WDR4",0.965163106758527,3.38037882132519,6.41754500831496,0.024890412950081,0.074834277022938,"Not significant"
"SAP30L",0.718673063278893,2.73030775591751,6.31299156245205,0.0248906749722163,0.074834277022938,"Not significant"
"ARF6",-0.556128017685441,6.92852981576653,6.42437060231545,0.0249563829683866,0.0750137188282207,"Not significant"
"CPSF3",0.826033283766942,3.98437108594757,6.38806492508418,0.0249815421563892,0.0750545460232817,"Not significant"
"AES",-0.469782655882336,6.58910528506749,6.42249876277482,0.0249820198559787,0.0750545460232817,"Not significant"
"ZNF239",1.46155570657428,1.07521201195977,5.88428904521076,0.0250064079740469,0.0751096957310192,"Not significant"
"TLCD1",0.660893100786925,3.74622913007113,6.31017760754724,0.0250413426867546,0.0751964891435146,"Not significant"
"DMBT1",-2.21665436623568,4.20604280332194,6.41456783450101,0.0250774739260545,0.075286832883596,"Not significant"
"VCPKMT",-0.668642381385443,2.62888729391273,6.33456037613343,0.0251098525639039,0.075365869842925,"Not significant"
"ST20",0.626261603579957,3.39784549556864,6.25679855409123,0.0251652218932593,0.0755095970218307,"Not significant"
"EVPL",0.877099989114712,3.02536120637614,6.24114388414293,0.0251737136100687,0.0755095970218307,"Not significant"
"FADD",0.574817002991707,3.64431518007051,6.35534556081865,0.0251799214481286,0.0755095970218307,"Not significant"
"DDHD1",0.888978619513148,2.21403035953587,6.11890573717671,0.0251819928074892,0.0755095970218307,"Not significant"
"HIST1H4H",-1.42125169354783,2.86571515236316,6.25368579579881,0.025245946819014,0.0756831429314351,"Not significant"
"MESDC2",0.563556368912053,5.71189502207244,6.3943900570134,0.0252574609738626,0.0756994371859231,"Not significant"
"PPM1F",1.0581431460912,1.89524821041213,6.1441556209157,0.0252701348942041,0.0757191987097026,"Not significant"
"DAPL1",1.03875405185974,3.19615496321642,6.20384192156751,0.0252850024886146,0.0757455222493908,"Not significant"
"GPS1",0.489110632585415,5.25369978728777,6.38407807216053,0.0253068016015682,0.0757925926754038,"Not significant"
"RFXANK",0.428523770319659,5.3974975974888,6.38584270129826,0.0253333005390128,0.0758459254287202,"Not significant"
"SLC2A12",2.278343817291,0.938741712217897,6.04206476194198,0.0253367903142597,0.0758459254287202,"Not significant"
"NOL3",0.773573530089746,4.14247001985042,6.36048701974324,0.0253751621864132,0.075942536579525,"Not significant"
"RP11-496I9.1",2.81258694218233,0.813996731517868,6.7162541870598,0.0253829480861331,0.075947585900196,"Not significant"
"TBX3",0.993294957833879,3.71238792870711,6.34297316703059,0.0254154621932291,0.0760266035772958,"Not significant"
"SLC46A1",1.38247821218984,1.07571533755556,5.77342889466252,0.0254440871603172,0.07609395230726,"Not significant"
"HERC5",2.88960147419941,0.721888794191291,6.56088010074164,0.0254597507815893,0.0760954404951425,"Not significant"
"MIR155HG",-1.05456541800819,1.10101261813791,6.15661446975525,0.0254666493560032,0.0760954404951425,"Not significant"
"ANKRD10",0.607381206553056,5.74164031554496,6.37012605415263,0.025469831285865,0.0760954404951425,"Not significant"
"POLR2H",0.501252346358866,6.40270791762727,6.37053038504514,0.025471824734062,0.0760954404951425,"Not significant"
"ROBO1",2.00512956377266,1.63139290673063,6.19004034508442,0.025475137832189,0.0760954404951425,"Not significant"
"SMIM2-AS1",-0.695106852705559,2.51693350088302,6.28666562727186,0.0254814299626317,0.076095982571859,"Not significant"
"EIF3H",0.507914438009011,8.31735212558444,6.36628942024818,0.0254954102077202,0.0761194781387533,"Not significant"
"RPP30",0.515157119947538,4.39297062141186,6.35741854277327,0.0255212397385424,0.0761598514716295,"Not significant"
"HMOX1",-1.01495618261017,3.95519143878892,6.35692541227292,0.0255235592429281,0.0761598514716295,"Not significant"
"BLOC1S3",1.13095962240264,1.77780568901619,6.14658007981589,0.0255272801768716,0.0761598514716295,"Not significant"
"TSSC1",0.591015269625333,4.47467425000574,6.34348617763748,0.0255767981671006,0.0762893095987792,"Not significant"
"GTF2IRD1",0.781402674046409,3.43739358370521,6.186426583051,0.0256180452251908,0.0763940414725338,"Not significant"
"CH17-340M24.3",0.762377183877225,3.08741756404888,6.15526047457892,0.0256780187794939,0.0765545529952208,"Not significant"
"TRAPPC6A",-0.633480013709905,5.79477692390313,6.34708289918565,0.0256911818164585,0.0765687318221006,"Not significant"
"ANO10",-0.544930600237403,3.27145421077721,6.34763695535307,0.0256971838341877,0.0765687318221006,"Not significant"
"USP9Y",-2.74208828993497,-0.250668459135407,6.71267291049803,0.0257012205104296,0.0765687318221006,"Not significant"
"RP11-579D7.4",-1.04826327878415,1.69628567804041,6.22094028207791,0.0257259726284899,0.0766241418662005,"Not significant"
"MRPS5",0.395858922964259,5.86790973731812,6.34234374293804,0.0257479157742252,0.076671160960408,"Not significant"
"ACAT2",0.833478703835471,5.45938457077503,6.32513104846402,0.0257710073493183,0.0767083421780058,"Not significant"
"CREBZF",0.588162041788239,3.59359869911336,6.21274115341566,0.0257727385626648,0.0767083421780058,"Not significant"
"SOX4",0.784037078529345,7.61452121770572,6.33752627788255,0.0257788815558463,0.0767083421780058,"Not significant"
"TACC1",-0.76723195609018,5.63055877411827,6.33750498824781,0.0257958613451294,0.076740530657166,"Not significant"
"PGD",0.584887955809446,5.31606635990117,6.32387951178778,0.0259040616208096,0.0770396692287808,"Not significant"
"IKBIP",1.06274822415394,2.28637704357554,6.02985506791746,0.0259113767351347,0.0770396692287808,"Not significant"
"ITGB4",0.648885266771761,5.72473104595898,6.31762608653083,0.0259149742551484,0.0770396692287808,"Not significant"
"GIPR",-1.97800028212443,0.356441825819105,6.11229317360553,0.0259220401034639,0.0770422829137078,"Not significant"
"HPS3",0.656618059274635,2.88781618778875,6.14815572289483,0.0259349144362464,0.0770621544916669,"Not significant"
"RP11-172H24.4",0.830049012723423,2.0948714556677,6.00675644340735,0.0259666999239693,0.077138195170131,"Not significant"
"MAPKAP1",0.424158479394974,4.59594591910671,6.28338724525054,0.0259811846192151,0.0771628170911247,"Not significant"
"TIGD2",1.60464259511396,1.18822563798068,5.75007158563772,0.0259923895572976,0.0771776888786427,"Not significant"
"ZDHHC8",0.952042069673664,2.30729681606493,6.1238086617772,0.0260166246609307,0.077231234064975,"Not significant"
"CLSTN3",1.20093830570462,1.9645374666519,5.93978734473409,0.0260309036433251,0.0772552056888291,"Not significant"
"GSR",-0.769557736577872,4.64252608268318,6.31311545519101,0.0260442077834999,0.0772754404293305,"Not significant"
"USP43",-0.755148449161037,2.56418552747667,6.22190244987469,0.0260501324116542,0.0772754404293305,"Not significant"
"AP4B1",-0.667306435379384,2.59644768220358,6.28614372559812,0.0260570630308463,0.0772775913129622,"Not significant"
"PATL1",0.661676933765078,3.58858267038336,6.20478165666083,0.0260928809664264,0.0773653920654543,"Not significant"
"TMEM64",0.883174194328316,2.62201735452818,6.09547673798861,0.0261133699612453,0.0773791750666651,"Not significant"
"TANC2",-2.06286824346712,1.03245382969224,6.02283025755031,0.0261154485362579,0.0773791750666651,"Not significant"
"CASC4",-0.442012275460431,4.919350336472,6.30404909307846,0.0261211558043228,0.0773791750666651,"Not significant"
"PPIH",0.655410451536554,5.26886501195457,6.28770876597285,0.0261223843234771,0.0773791750666651,"Not significant"
